,country,show_id
1402,United States,70290568
1403,United States,70141644
1404,Egypt,81035836
1405,United States,81044103
1406,Taiwan,81072917
1407,United States,70142542
1408,Egypt,81035855
1409,Egypt,81035845
1410,Egypt,81035856
1411,United States,80134780
1412,United States,80221308
1413,United States,80213657
1414,United Kingdom,80217133
1415,United States,80106754
1416,Mexico,80059440
1417,South Korea,81087762
1418,Canada,81074375
1419,Lebanon,81082781
1420,Brazil,80116761
1421,Germany,70118125
1422,United States,80108613
1423,United Kingdom,80215139
1424,United States,81016592
1425,China,81067760
1426,United States,70172928
1427,United States,80101493
1428,United States,80235472
1429,United States,80177300
1430,Mexico,80100933
1431,Canada,80189866
1432,United States,80106793
1433,Mexico,80124727
1434,United States,80117263
1435,Turkey,80126879
1436,United States,80087897
1437,Denmark,70084180
1438,United States,80193475
1439,Germany,80195964
1440,France,80213024
1441,United States,80210691
1442,Italy,80244782
1443,Mexico,80144280
1444,China,80209866
1445,Chile,80241666
1446,Spain,80167648
1447,Colombia,80047032
1448,United States,80202874
1449,India,70109249
1450,India,80993095
1451,Germany,80218448
1452,India,70045644
1453,India,70025612
1454,India,80237006
1455,United Kingdom,80160033
1456,China,81111849
1457,India,80083930
1458,India,80083752
1459,India,70185023
1460,United States,80200549
1461,United States,80189827
1462,United Kingdom,80176144
1463,United Kingdom,70202150
1464,South Korea,81010699
1465,United States,70299863
1466,United States,80133554
1467,United States,80208662
1468,Mexico,80994596
1469,United States,80219707
1470,Spain,81031939
1471,United States,81028570
1472,United Kingdom,80207066
1473,South Korea,80244640
1474,United States,80999729
1475,United States,80198137
1476,Belgium,80225312
1477,Colombia,80992499
1478,United Kingdom,80148223
1479,India,80176342
1480,United States,80038162
1481,Canada,81087094
1482,United States,80221447
1483,United States,70242063
1484,United States,81013657
1485,United States,80994222
1486,United States,80239459
1487,United States,80063265
1488,South Korea,81034931
1489,Spain,80202903
1490,South Korea,80990935
1491,United States,80167459
1492,United States,80169348
1493,India,80164778
1494,United States,80068327
1495,United Kingdom,80087933
1496,Thailand,80993739
1497,India,81132060
1498,India,80084666
1499,Argentina,80192137
1500,United States,80195049
1501,United States,80186850
1502,United Kingdom,80117765
1503,United States,81002195
1504,Austria,81046255
1505,United States,80218306
1506,United States,80211638
1507,United States,80197889
1508,United States,80220758
1509,France,80165083
1510,United States,80100106
1511,India,81057229
1512,Japan,80213536
1513,United States,80151384
1514,South Korea,80098046
1515,South Korea,80091779
1516,South Korea,80091783
1517,United Kingdom,80131167
1518,South Korea,80098047
1519,South Korea,80091781
1520,South Korea,80091778
1521,United States,70212980
1522,United States,80038335
1523,United States,80011852
1524,United States,80121348
1525,United States,81011598
1526,India,81005364
1527,United States,81076042
1528,Egypt,81035880
1529,United States,81103139
1530,United States,70143369
1531,India,81096151
1532,United States,70259801
1533,Cambodia,80990658
1534,United States,80133663
1535,Canada,80117082
1536,United States,81043473
1537,India,80091267
1538,United States,80182919
1539,Turkey,80121973
1540,Japan,80115466
1541,South Korea,80176819
1542,Thailand,80173481
1543,Brazil,80142223
1544,United States,80122179
1545,Canada,80080768
1546,United States,81061407
1547,Australia,80161216
1548,South Africa,80218111
1549,United States,80047200
1550,Mexico,80991872
1551,Spain,81077863
1552,Denmark,81077851
1553,Spain,81073590
1554,United States,81103108
1555,United States,80999455
1556,Philippines,80236341
1557,Italy,81041271
1558,United States,80216758
1559,China,81092192
1560,United States,70083809
1561,United States,80028529
1562,Spain,70154110
1563,United States,80998967
1564,India,81038047
1565,India,60021906
1566,United States,70142827
1567,India,70149579
1568,India,70109375
1569,India,70289558
1570,United Kingdom,81085319
1571,United States,70117577
1572,United Kingdom,80227554
1573,India,70158421
1574,India,20258084
1575,Argentina,80233511
1576,United Kingdom,80097814
1577,United States,70241757
1578,United States,80133551
1579,Pakistan,81110388
1580,United Kingdom,80220311
1581,United Kingdom,81110389
1582,United Kingdom,81112772
1583,India,70111279
1584,India,81123050
1585,Argentina,81037237
1586,India,70007056
1587,India,70035357
1588,India,80108481
1589,India,70153178
1590,India,70073018
1591,India,80994416
1592,India,80243408
1593,Pakistan,80994418
1594,Japan,70050576
1595,Denmark,70253596
1596,Japan,70273371
1597,India,80157133
1598,India,80122237
1599,United States,80107656
1600,India,80157083
1601,United States,80098287
1602,United States,80059342
1603,India,24081514
1604,Colombia,80047031
1605,United States,80128688
1606,Czech Republic,80157564
1607,United Kingdom,80178078
1608,United Kingdom,80104330
1609,United States,81053958
1610,United States,81094666
1611,Japan,80992787
1612,United States,81036199
1613,United States,81016247
1614,United Kingdom,80097726
1615,United States,80223928
1616,India,81065331
1617,United States,80186940
1618,United States,80120740
1619,New Zealand,81077874
1620,China,81098013
1621,United States,80117736
1622,United States,80174364
1623,United States,80114666
1624,United Kingdom,80157866
1625,France,80161029
1626,Chile,81039410
1627,France,81012340
1628,Hong Kong,70242536
1629,India,70287630
1630,Mexico,80192065
1631,United States,80158319
1632,United Kingdom,80143556
1633,United States,80184379
1634,Spain,80216541
1635,United States,80241986
1636,China,80987113
1637,United States,80197989
1638,United States,80194950
1639,India,70261058
1640,India,70204288
1641,India,80057278
1642,India,70293703
1643,India,80165853
1644,Canada,80161108
1645,Spain,80082660
1646,United States,80028359
1647,United States,81076049
1648,United States,60031264
1649,Germany,81059956
1650,United States,81094667
1651,United Kingdom,81069255
1652,India,81094083
1653,France,80208082
1654,United States,81080637
1655,France,80197303
1656,Malaysia,81049260
1657,United Kingdom,81017593
1658,United States,81062075
1659,South Korea,70270364
1660,India,81093342
1661,Hong Kong,70056441
1662,United States,419733
1663,United Kingdom,81021631
1664,Argentina,80241044
1665,United Kingdom,80213148
1666,India,80150390
1667,India,80993495
1668,India,80229034
1669,South Korea,70213130
1670,India,80192548
1671,Italy,80232894
1672,United States,80232330
1673,Argentina,80103425
1674,United Kingdom,80170875
1675,India,80990815
1676,India,80990816
1677,South Korea,80081705
1678,United States,80990829
1679,United States,80238110
1680,India,80229102
1681,France,80241876
1682,India,80990811
1683,South Korea,80066146
1684,Canada,80224106
1685,India,80206732
1686,India,80990810
1687,Spain,80235767
1688,United States,80236099
1689,India,80990814
1690,Italy,80245268
1691,India,80228322
1692,United States,80223149
1693,United States,80179373
1694,Spain,80233962
1695,United States,80233493
1696,India,80990813
1697,Canada,80220531
1698,United States,80134149
1699,Singapore,80115133
1700,India,80176698
1701,India,80165848
1702,India,70275753
1703,India,70295762
1704,India,80165849
1705,India,80158395
1706,India,70275774
1707,United States,80103430
1708,India,80165850
1709,United States,80103372
1710,India,80068117
1711,India,20764666
1712,India,70268209
1713,India,80165851
1714,United States,70129415
1715,United States,80095094
1716,France,80156763
1717,France,80156857
1718,India,70268489
1719,Japan,80159732
1720,United Kingdom,80158588
1721,Canada,80178720
1722,India,80106505
1723,United States,80169548
1724,India,80015785
1725,United States,80097361
1726,India,80176716
1727,Canada,80132961
1728,India,80165857
1729,India,70258366
1730,India,80165732
1731,India,80165854
1732,India,80083589
1733,India,80032081
1734,India,17457962
1735,India,80182105
1736,India,80165855
1737,India,70273637
1738,India,70176968
1739,Spain,80173605
1740,India,80165856
1741,India,70308135
1742,Spain,80093103
1743,France,80102305
1744,United States,70176655
1745,Japan,80161848
1746,United Kingdom,80185171
1747,Canada,80209796
1748,United States,80152434
1749,United States,70309693
1750,United States,80107737
1751,United Kingdom,80098305
1752,Ireland,80152742
1753,India,80107370
1754,United Arab Emirates,80095233
1755,United Kingdom,80998491
1756,United States,70270362
1757,United States,80192577
1758,United Kingdom,80204890
1759,United Arab Emirates,81074140
1760,Turkey,81026095
1761,Japan,80179831
1762,United States,80184676
1763,France,81024044
1764,United States,60023618
1765,United Kingdom,70113532
1766,United States,70074299
1767,United States,80995799
1768,South Korea,80214772
1769,India,80219143
1770,United States,17687959
1771,United States,70100377
1772,United States,80189630
1773,Philippines,81010867
1774,Philippines,81010865
1775,Philippines,81010874
1776,Philippines,80075018
1777,United States,80238357
1778,United States,70260374
1779,Bulgaria,80190180
1780,United States,80150002
1781,United States,80079265
1782,United States,80083977
1783,United States,81091015
1784,United States,80238080
1785,United States,296682
1786,United States,60037606
1787,Norway,80174617
1788,United States,516154
1789,United States,80170187
1790,United States,80174137
1791,United States,80038296
1792,United States,80011848
1793,South Korea,80214405
1794,United States,70100381
1795,Philippines,70110919
1796,United States,80221560
1797,United States,80200961
1798,United States,80214580
1799,Philippines,80085013
1800,India,81077597
1801,Philippines,80049193
1802,Philippines,81010871
1803,Austria,81004270
1804,United States,70051671
1805,Italy,80144408
1806,United States,81038545
1807,Ghana,81044496
1808,Canada,80235932
1809,Mexico,80170720
1810,United Kingdom,80176592
1811,India,80170381
1812,Canada,80142103
1813,United Kingdom,80179907
1814,United Kingdom,80152842
1815,United States,80049928
1816,United States,70296765
1817,United Kingdom,80131168
1818,United States,80119190
1819,United States,80119187
1820,United Kingdom,80048568
1821,United Kingdom,80178464
1822,United States,80119192
1823,United Kingdom,70202593
1824,United States,60027945
1825,United States,80119188
1826,United States,60027942
1827,United States,80115857
1828,United Kingdom,70281026
1829,United Kingdom,70304244
1830,United States,80119194
1831,United Kingdom,80179057
1832,United States,80119191
1833,United States,80119193
1834,United States,80119189
1835,United States,80119186
1836,United States,70013050
1837,United Kingdom,80173770
1838,United Kingdom,80173896
1839,United States,70022548
1840,United States,80097423
1841,United States,70259177
1842,United Kingdom,81025019
1843,United States,80117458
1844,United States,80143362
1845,China,80201200
1846,United States,80145087
1847,Mexico,80183197
1848,United Kingdom,80148210
1849,Canada,70128549
1850,Canada,70069233
1851,United Kingdom,80206395
1852,Canada,80018336
1853,India,80180509
1854,United States,80145255
1855,United States,70230147
1856,United States,80105067
1857,Mexico,80123950
1858,India,81033429
1859,Mexico,80188579
1860,Spain,80992232
1861,France,80189898
1862,United States,80145533
1863,United States,80200571
1864,United States,80999977
1865,United Kingdom,80223793
1866,Canada,70129463
1867,United States,80170767
1868,United States,81012998
1869,France,80127927
1870,United States,80134826
1871,Indonesia,81047902
1872,Indonesia,81047897
1873,Iceland,80216988
1874,United Kingdom,80213803
1875,India,80175623
1876,United States,81002880
1877,Philippines,80222896
1878,India,81038046
1879,United States,80101096
1880,Spain,80202809
1881,United States,80020132
1882,United Kingdom,80206758
1883,Brazil,80162210
1884,United States,80126485
1885,United States,80082242
1886,United States,70251816
1887,United States,70202151
1888,Thailand,80999996
1889,China,80222788
1890,United States,80169617
1891,Netherlands,80144454
1892,Venezuela,70204282
1893,United States,80242378
1894,United Kingdom,80184068
1895,United States,80171733
1896,India,80245408
1897,United States,80044566
1898,United States,80189632
1899,Mexico,80230265
1900,India,81076756
1901,Spain,80991158
1902,Brazil,80208298
1903,United States,80169469
1904,United Kingdom,80148239
1905,Canada,70230412
1906,Japan,80220655
1907,Philippines,81010863
1908,Philippines,80162503
1909,Philippines,80150350
1910,Philippines,80160692
1911,Philippines,70060865
1912,Philippines,80157890
1913,Ireland,80164752
1914,Brazil,80135149
1915,United States,80171965
1916,Italy,80100945
1917,Italy,70293820
1918,United States,80195967
1919,India,81048554
1920,Japan,81002451
1921,United States,80144983
1922,Chile,80170245
1923,Japan,80117291
1924,India,70105459
1925,India,80207444
1926,Japan,81033516
1927,India,81075235
1928,India,81072516
1929,United States,70283202
1930,United States,70140447
1931,United States,80156212
1932,India,70296742
1933,Austria,81059944
1934,India,80095531
1935,Japan,80097594
1936,United States,80156688
1937,Argentina,80192139
1938,Chile,80192063
1939,Canada,80218656
1940,United States,80095806
1941,Denmark,80013550
1942,United States,80058979
1943,United States,81037077
1944,United States,81054383
1945,United States,81047798
1946,United States,80189216
1947,Canada,80092781
1948,United States,81019338
1949,United States,80132964
1950,South Korea,80117824
1951,United States,80058460
1952,United Kingdom,80076467
1953,United Kingdom,80049951
1954,United States,80031800
1955,United States,80017171
1956,Taiwan,81045888
1957,United States,80108984
1958,United States,80113090
1959,United States,80135296
1960,South Korea,80158577
1961,Japan,80132738
1962,Iran,70175439
1963,United Arab Emirates,80204923
1964,Argentina,80112916
1965,United States,80117831
1966,United States,80145240
1967,United States,70307848
1968,United States,70105599
1969,Belgium,80114919
1970,United Kingdom,60029366
1971,United States,80100260
1972,United Kingdom,80017170
1973,United States,70028197
1974,United Arab Emirates,81013990
1975,France,80171678
1976,Nigeria,81074015
1977,Italy,81041273
1978,United States,70108985
1979,Belgium,81004374
1980,Spain,80988860
1981,United States,70045356
1982,United States,70203594
1983,United States,70253171
1984,United States,70109657
1985,Hong Kong,70020728
1986,United States,81024308
1987,United States,80174608
1988,Malaysia,81031178
1989,Germany,70056425
1990,United States,81050198
1991,United Kingdom,80156538
1992,United Kingdom,80124723
1993,United States,81034771
1994,India,80239442
1995,India,80238299
1996,India,80201814
1997,India,80201604
1998,Japan,80192244
1999,India,80235957
2000,Sweden,80226021
2001,India,80235139
2002,Hungary,80147758
2003,India,80201608
2004,Australia,80241537
2005,Australia,80241616
2006,United States,80239642
2007,India,80239988
2008,United States,80173925
2009,Argentina,70041893
2010,India,80238298
2011,India,80234795
2012,India,80238400
2013,Egypt,80215154
2014,India,80239738
2015,Belgium,80206360
2016,Poland,80237300
2017,India,60021758
2018,Canada,70095265
2019,France,80164075
2020,United States,80117240
2021,United Kingdom,80098842
2022,India,80156935
2023,India,80102080
2024,India,80092884
2025,France,70230417
2026,United States,81060041
2027,Philippines,70090072
2028,Philippines,80145621
2029,Philippines,80100268
2030,Philippines,80206696
2031,Philippines,81010870
2032,South Korea,80226234
2033,India,80081274
2034,United States,80170845
2035,United States,80134967
2036,United States,70210484
2037,Egypt,81049544
2038,Egypt,81049511
2039,United States,80192187
2040,Japan,80174917
2041,United Kingdom,80189653
2042,United States,80135585
2043,South Korea,80094387
2044,South Korea,80094386
2045,United States,80216664
2046,United States,80017535
2047,Egypt,81049674
2048,Egypt,81049707
2049,Singapore,80219917
2050,United States,80174144
2051,United States,80073289
2052,Ireland,80220677
2053,Guatemala,80229829
2054,Portugal,80141173
2055,Turkey,80134515
2056,Turkey,80134521
2057,United States,80081170
2058,United States,80097003
2059,Turkey,80134516
2060,Turkey,80134606
2061,Turkey,80134518
2062,Turkey,80134330
2063,Turkey,80038298
2064,Turkey,80134500
2065,Turkey,80038353
2066,Turkey,80038354
2067,Turkey,80038439
2068,Turkey,80038440
2069,Turkey,80134604
2070,Turkey,80134524
2071,Turkey,80038355
2072,Turkey,80038441
2073,Turkey,80134433
2074,Turkey,80134436
2075,Turkey,80134514
2076,Turkey,80134398
2077,Turkey,80134520
2078,Turkey,80134420
2079,Turkey,80134501
2080,South Korea,80161700
2081,Turkey,80134399
2082,Turkey,80134438
2083,Turkey,80134435
2084,Turkey,80134519
2085,Turkey,80134434
2086,France,80160357
2087,Turkey,70299745
2088,Turkey,80038527
2089,Turkey,80038445
2090,Thailand,81059183
2091,United States,81024332
2092,Thailand,81059444
2093,France,80987464
2094,United States,80156925
2095,India,80222770
2096,Taiwan,60002907
2097,United Kingdom,80207473
2098,United States,80001101
2099,United States,80990534
2100,United States,70111265
2101,United States,70024098
2102,United Kingdom,80071907
2103,United Kingdom,70020730
2104,Canada,80202258
2105,Canada,80057137
2106,United States,81045720
2107,United States,70236016
2108,Canada,81069249
2109,India,81083971
2110,United Kingdom,80200047
2111,United States,80156772
2112,Denmark,81016361
2113,Paraguay,81055395
2114,United States,70077556
2115,Thailand,80994738
2116,United States,70100412
2117,United States,60021299
2118,United States,70129374
2119,Spain,80167647
2120,Canada,80215076
2121,United States,80184973
2122,United States,80203919
2123,United States,70229921
2124,India,70021551
2125,India,80236167
2126,Pakistan,80175151
2127,United States,80232404
2128,India,60036746
2129,India,60036613
2130,India,80219180
2131,United Kingdom,80214584
2132,India,17671454
2133,India,60036617
2134,India,70294790
2135,India,70063017
2136,India,60003401
2137,United Kingdom,80224605
2138,India,70021253
2139,India,70138498
2140,United Kingdom,80188099
2141,India,70025303
2142,India,70048905
2143,India,80223227
2144,India,80223195
2145,India,80236906
2146,India,80238297
2147,India,80235958
2148,India,80238296
2149,India,17969262
2150,India,80223317
2151,India,70012334
2152,United States,80184131
2153,India,80106947
2154,United States,80082014
2155,India,80235325
2156,United States,70291094
2157,United States,70250369
2158,India,80223230
2159,India,80059049
2160,India,60032008
2161,India,60037397
2162,India,80223228
2163,India,70001082
2164,India,80238291
2165,Germany,80158247
2166,India,60035875
2167,India,70244982
2168,India,70065769
2169,India,70099702
2170,India,80238637
2171,India,80188777
2172,India,80238293
2173,Spain,80132381
2174,India,80023851
2175,India,70019491
2176,Canada,70304187
2177,India,60001670
2178,France,80196367
2179,India,70134669
2180,Somalia,80202728
2181,India,80238294
2182,India,80023853
2183,India,80244078
2184,India,80238292
2185,India,80238190
2186,Canada,70304188
2187,Canada,70304186
2188,Canada,70304189
2189,Canada,70143440
2190,India,20717860
2191,United States,80201833
2192,India,80238295
2193,India,80223190
2194,India,70125935
2195,India,60021903
2196,India,70001564
2197,United States,80172593
2198,Germany,80135631
2199,United States,80135586
2200,Germany,70175127
2201,United Kingdom,80038168
2202,United Kingdom,80172474
2203,United Kingdom,80172475
2204,United Kingdom,80135587
2205,United Kingdom,80172471
2206,Italy,80144119
2207,United States,80097072
2208,United States,80172468
2209,India,80165917
2210,India,70155788
2211,Ukraine,80119382
2212,United Kingdom,80172470
2213,United States,80134814
2214,Argentina,80103424
2215,South Korea,80158817
2216,India,70285730
2217,United States,80172469
2218,United States,80097530
2219,United States,80092404
2220,Spain,80092850
2221,Spain,80093127
2222,Japan,80041089
2223,South Korea,80178564
2224,Canada,80103734
2225,United States,81061410
2226,Germany,80202465
2227,United States,60024935
2228,United States,80168189
2229,Australia,80244709
2230,Mexico,80194946
2231,Canada,80147919
2232,France,80233441
2233,Argentina,80159025
2234,Uruguay,81025973
2235,Spain,80121387
2236,Australia,80227090
2237,India,81113918
2238,France,81029736
2239,Germany,81051688
2240,India,81113921
2241,United States,81006334
2242,United States,80211563
2243,United States,80173387
2244,United States,81013112
2245,India,70290904
2246,United States,70294793
2247,Germany,81030855
2248,United States,80079473
2249,United States,80018328
2250,Spain,80996787
2251,Egypt,81035881
2252,Egypt,81035843
2253,Egypt,81035837
2254,France,80039136
2255,Egypt,81035884
2256,Egypt,81035863
2257,Egypt,81035858
2258,Egypt,81035882
2259,Egypt,81035859
2260,Japan,80223226
2261,United States,81076055
2262,France,80996790
2263,United States,70181716
2264,United States,70270388
2265,United States,80186608
2266,United Kingdom,80042309
2267,India,80169554
2268,Netherlands,80114804
2269,United States,80237423
2270,United States,70304298
2271,United States,70117293
2272,United States,80121841
2273,Thailand,81093122
2274,United States,70293788
2275,India,81039384
2276,United States,70245034
2277,United States,80220676
2278,United States,80173623
2279,Spain,80109341
2280,Spain,80127764
2281,United States,80095411
2282,United States,80190144
2283,United States,80039644
2284,United Kingdom,80052790
2285,United States,80244783
2286,Mexico,80144311
2287,Indonesia,80109145
2288,Hong Kong,80117455
2289,South Korea,80132626
2290,United States,80106124
2291,United States,81145270
2292,India,81128584
2293,United Kingdom,80198478
2294,United Kingdom,80195811
2295,Chile,80191989
2296,United Kingdom,80097225
2297,Colombia,80238434
2298,United States,80177782
2299,United States,80217569
2300,France,80240691
2301,United States,80015210
2302,United States,80134080
2303,Dominican Republic,81130373
2304,United States,80245117
2305,France,81010818
2306,Mexico,81091378
2307,United States,81136964
2308,United Kingdom,81121055
2309,Brazil,80233215
2310,Canada,80241779
2311,South Korea,80091936
2312,United Kingdom,81110498
2313,Mexico,81060096
2314,United States,80994807
2315,United States,80133553
2316,Japan,81092491
2317,India,70236020
2318,United States,81002747
2319,Israel,81075239
2320,India,81108230
2321,United States,80192018
2322,United States,80200015
2323,United States,80161640
2324,Chile,80108952
2325,United States,70308063
2326,United States,80996192
2327,Canada,81090899
2328,India,81095399
2329,Brazil,80996455
2330,Japan,80038207
2331,India,80171598
2332,France,80160994
2333,Canada,80191356
2334,Canada,80191357
2335,Canada,80087548
2336,Mexico,80097641
2337,United States,80097349
2338,United States,81055402
2339,United Kingdom,80231602
2340,United States,80179900
2341,United States,26009364
2342,United Kingdom,80231601
2343,Russia,80238351
2344,United States,80143794
2345,Netherlands,80168227
2346,United States,70026432
2347,United States,80155477
2348,United States,80038420
2349,Egypt,81035849
2350,Thailand,80195901
2351,United States,80128245
2352,United States,80988793
2353,United Kingdom,80219802
2354,China,80993655
2355,United States,80167644
2356,Canada,80027041
2357,Argentina,81018067
2358,Colombia,80220422
2359,Japan,81033473
2360,Egypt,81035870
2361,United States,80209013
2362,Japan,81033445
2363,Japan,60024788
2364,India,80166185
2365,Egypt,81035877
2366,India,81131274
2367,Egypt,81035876
2368,Egypt,81035875
2369,France,81027187
2370,Egypt,81035871
2371,United States,80997770
2372,United Kingdom,80173234
2373,United States,80151644
2374,United States,80185223
2375,United Kingdom,80005588
2376,South Korea,81028895
2377,United States,70038131
2378,India,81110386
2379,United States,80108430
2380,United Kingdom,70135893
2381,Spain,80121844
2382,United Kingdom,80133117
2383,South Korea,80158750
2384,Japan,80095626
2385,United States,80216302
2386,Germany,81105525
2387,United States,81017094
2388,Brazil,80190535
2389,United Kingdom,80241071
2390,Australia,80233611
2391,Mexico,80160814
2392,United States,80993404
2393,United States,81001090
2394,United States,81083891
2395,Canada,81136963
2396,United States,80195801
2397,China,80076698
2398,United States,80038159
2399,United States,80037691
2400,Germany,80998296
2401,United States,80049873
2402,United States,80094358
2403,United States,80174177
2404,Canada,81123051
2405,Japan,70305217
2406,Sweden,81034980
2407,India,81123052
2408,Egypt,81035887
2409,India,81113927
2410,Japan,70302572
2411,China,81108280
2412,Spain,80213115
2413,Belgium,81027195
2414,Argentina,70074315
2415,India,80991033
2416,Israel,80244547
2417,Peru,80991025
2418,United States,80184100
2419,Spain,80131280
2420,Chile,80991026
2421,Norway,80164206
2422,India,80187684
2423,Brazil,80160726
2424,Israel,80104706
2425,Italy,80172284
2426,United Kingdom,80158770
2427,United States,70302844
2428,United States,80213322
2429,Brazil,80245601
2430,India,80222951
2431,United States,80242619
2432,United States,80230561
2433,Mexico,80238711
2434,United States,70267830
2435,Egypt,81035841
2436,Lebanon,80220816
2437,United States,81147766
2438,Egypt,81035889
2439,Indonesia,81088277
2440,Egypt,81035874
2441,Egypt,81035883
2442,Egypt,81035848
2443,United States,80176756
2444,United States,80168221
2445,United States,70261178
2446,United States,81002929
2447,United States,80221016
2448,Brazil,80994442
2449,United States,80222188
2450,United States,80221640
2451,Malaysia,81044608
2452,United Kingdom,60001104
2453,United States,80132601
2454,South Korea,80163277
2455,South Korea,80176866
2456,South Korea,80162114
2457,China,80163369
2458,China,80114989
2459,South Korea,80163266
2460,Romania,81092768
2461,Romania,81092766
2462,United States,70060018
2463,United States,70202141
2464,Taiwan,80188935
2465,United States,81032375
2466,United States,352989
2467,Mexico,81034775
2468,India,81062606
2469,United States,81077795
2470,Romania,81092767
2471,Romania,81092909
2472,Canada,81070008
2473,United States,70098605
2474,United States,81077539
2475,United States,20129240
2476,United States,70108017
2477,United Kingdom,70011219
2478,United States,80097424
2479,United States,80203143
2480,Hong Kong,81068732
2481,United States,60026155
2482,India,80994443
2483,Thailand,80245442
2484,Denmark,80190515
2485,India,80229216
2486,United States,80048218
2487,Canada,60033300
2488,United States,70011206
2489,India,80998558
2490,France,80190097
2491,United States,80168167
2492,Germany,80245626
2493,Switzerland,80196584
2494,India,80157084
2495,United Kingdom,80158580
2496,United States,80108609
2497,United States,80173267
2498,United States,80144804
2499,Finland,80106038
2500,India,80122189
2501,United States,60000901
2502,United Kingdom,80158769
2503,United Kingdom,80158579
2504,India,80121872
2505,India,80158920
2506,United States,80107736
2507,Brazil,80148967
2508,France,70057994
2509,Canada,80186862
2510,India,80156937
2511,Colombia,80035684
2512,India,80158546
2513,India,80156936
2514,Spain,80121843
2515,Denmark,80124091
2516,Singapore,80157244
2517,India,80122238
2518,United Kingdom,80158581
2519,Mexico,60023237
2520,Australia,80104022
2521,Australia,80103006
2522,Spain,80104041
2523,Sweden,80105085
2524,Spain,80093213
2525,United Kingdom,80099305
2526,Spain,80103623
2527,Mexico,80032640
2528,United States,81098589
2529,United States,80221446
2530,South Korea,80991107
2531,United States,80048977
2532,United Kingdom,70189282
2533,United States,80119249
2534,China,80160516
2535,China,80160597
2536,United States,80117747
2537,China,70228154
2538,Germany,80104622
2539,United States,80004286
2540,Italy,81039323
2541,Spain,81001804
2542,Argentina,80192064
2543,United States,80176715
2544,Spain,80168029
2545,France,80245121
2546,India,80177339
2547,United States,80170277
2548,India,80097355
2549,United States,81078217
2550,Argentina,80223153
2551,United States,70122316
2552,India,80102266
2553,India,80102162
2554,India,80102160
2555,United States,80076160
2556,China,80099089
2557,United States,70303706
2558,United States,80195243
2559,Singapore,81039161
2560,Canada,80240537
2561,Hong Kong,80997870
2562,Hong Kong,60001377
2563,United States,80039813
2564,India,81151899
2565,Canada,81017011
2566,Thailand,80999990
2567,Thailand,80999991
2568,Thailand,81000000
2569,Mexico,80162192
2570,United States,80211648
2571,United States,70074100
2572,United States,70224969
2573,United States,70261273
2574,United States,70250364
2575,United Kingdom,80198632
2576,United States,80210294
2577,United States,70278933
2578,United States,80093198
2579,Australia,81018141
2580,Australia,81015524
2581,United States,70124965
2582,Hong Kong,80999107
2583,France,80992365
2584,United States,80092926
2585,United Kingdom,80195835
2586,United States,80171022
2587,Mexico,80192135
2588,United States,80236421
2589,Japan,80242950
2590,Australia,80170862
2591,Spain,80212251
2592,United States,81092331
2593,Spain,80173485
2594,Philippines,81028404
2595,United Kingdom,81032626
2596,France,80198508
2597,United Kingdom,80228239
2598,United Kingdom,80233104
2599,United Kingdom,80228129
2600,United Kingdom,81032669
2601,United Kingdom,81032659
2602,United Kingdom,80155932
2603,Argentina,80994020
2604,United Kingdom,80049094
2605,United States,80049177
2606,United States,80025495
2607,United Kingdom,80023689
2608,United States,70278930
2609,United States,80038337
2610,United States,80053475
2611,Thailand,80999986
2612,Canada,80022605
2613,United Kingdom,80029901
2614,United States,80037478
2615,United States,80236236
2616,Thailand,80007777
2617,Thailand,80999987
2618,Thailand,81000015
2619,Thailand,80999982
2620,India,81005453
2621,Thailand,80999989
2622,Thailand,70218312
2623,United States,81006594
2624,United States,80185321
2625,United States,70298116
2626,United States,80117542
2627,United States,80213658
2628,Spain,80232989
2629,United States,80014857
2630,Sweden,80147988
2631,United States,80145512
2632,United States,80225024
2633,Italy,80204616
2634,Germany,70108777
2635,United Kingdom,80217743
2636,United States,80233419
2637,United Kingdom,70259259
2638,United Arab Emirates,80017021
2639,United States,70099615
2640,India,70034607
2641,China,70118801
2642,United States,80213654
2643,United States,80158802
2644,Hong Kong,70117354
2645,Hong Kong,81036524
2646,Hong Kong,70025372
2647,Hong Kong,70123160
2648,United States,70299270
2649,Hong Kong,80017280
2650,United Kingdom,80155863
2651,United States,80107087
2652,Egypt,81035840
2653,United Kingdom,80184067
2654,New Zealand,80189791
2655,China,80195962
2656,United States,80185070
2657,Japan,80138672
2658,Brazil,80186829
2659,Canada,80013547
2660,Slovenia,80115874
2661,Sweden,80191000
2662,United States,70242629
2663,Thailand,80242137
2664,Thailand,80241590
2665,South Korea,81072109
2666,Germany,80244472
2667,China,80190463
2668,Russia,80164164
2669,Spain,80997613
2670,United States,81092325
2671,Japan,80186926
2672,India,80996338
2673,Spain,80230423
2674,United States,70053885
2675,United States,70301275
2676,Ireland,80073823
2677,United States,70299859
2678,Australia,80027378
2679,Australia,70266679
2680,United States,1005494
2681,South Korea,81116487
2682,United States,80998968
2683,United States,70272893
2684,Spain,80233223
2685,Spain,80232891
2686,Japan,80180376
2687,India,80183329
2688,United States,80192842
2689,Canada,80154884
2690,India,81113926
2691,China,80993627
2692,Japan,80217130
2693,Spain,80167460
2694,United States,80028208
2695,India,81155782
2696,United States,81003981
2697,Canada,81151313
2698,United States,70042688
